Year,Tm,Player,Age,G,Puntos,Rebotes,Asist,Robos,Bloqueos
1986,DEN,Wayne Cooper,29,78,1632,164,231,60,28
1986,WSB,Manute Bol,23,80,1268,310,395,23,12
1986,LAC,Benoit Benjamin,21,79,1969,179,238,64,8
1986,CHI,George Gervin,33,82,1126,254,390,30,3
1986,UTA,Bob Hansen,25,82,1551,225,521,152,9
1986,NYK,Gerald Wilkins,22,81,2141,224,361,39,28
1986,NYK,Darrell Walker,24,81,1608,287,427,52,18
1986,SEA,Tom Chambers,26,66,1855,107,532,31,18
1986,DET,Earl Cureton,28,80,1723,203,187,137,25
1986,UTA,Rickey Green,31,80,2333,113,191,37,23
1986,DEN,Calvin Natt,29,69,1817,64,144,151,27
1986,PHO,Alvan Adams,31,78,1691,282,610,185,11
1986,NJN,Albert King,26,73,1784,277,413,164,28
1986,DAL,Jay Vincent,26,80,1381,183,646,90,17
1986,DEN,Bill Hanzlik,28,79,1694,307,206,90,16
1986,DET,Vinnie Johnson,29,79,2257,61,466,191,12
1986,DAL,Brad Davis,30,82,1622,171,562,70,11
1986,SAC,Larry Drew,27,75,1435,176,182,130,9
1986,NJN,Darwin Cook,27,79,1625,187,224,160,13
1986,DET,Joe Dumars,22,82,1192,242,322,174,12
1986,LAC,Kurt Nimphius,27,67,1504,312,510,23,18
1986,ATL,Cliff Levingston,25,81,1763,84,401,118,30
1986,UTA,John Stockton,23,82,1621,232,567,171,25
1986,POR,Jim Paxson,28,75,2302,293,264,171,24
1986,SAS,Dave Greenwood,28,68,1476,117,576,34,20
1986,SEA,Danny Young,23,82,2141,131,666,174,18
1986,POR,Steve Colter,23,81,1150,180,497,136,4
1986,SAS,Wes Matthews,26,75,1225,238,444,119,23
1986,SAS,Steve Johnson,28,71,1819,205,473,143,12
1986,MIL,Alton Lister,27,81,1729,230,161,80,11
1986,GSW,Greg Ballard,31,75,1382,140,538,128,16
1986,MIL,Randy Breuer,25,82,1310,60,392,187,24
1986,NYK,Trent Tucker,26,77,1842,131,529,170,28
1986,ATL,Tree Rollins,30,74,1251,270,559,43,9
1986,CHI,Charles Oakley,22,77,2325,133,588,86,11
1986,NYK,Patrick Ewing,23,50,2087,103,437,170,20
1986,LAC,Rory White,26,75,2386,175,572,139,25
1986,PHI,Sedale Threatt,24,70,1422,152,437,50,24
1986,LAL,Maurice Lucas,33,77,1386,75,464,94,15
1986,SEA,Al Wood,27,78,1639,228,149,84,13
1986,MIL,Craig Hodges,25,66,1690,226,370,90,19
1986,CHI,Dave Corzine,29,67,1374,283,534,100,2
1986,SEA,Tim McCormick,23,77,2031,262,335,49,26
1986,ATL,Jon Koncak,22,82,1300,132,109,193,12
1986,SAC,Otis Thorpe,23,75,2092,87,338,196,1
1986,HOU,Jim Petersen,23,82,1651,225,278,144,19
1986,DEN,Danny Schayes,26,80,2023,224,389,114,24
1986,SAC,Terry Tyler,29,71,1443,138,148,30,29
1986,PHO,Mike Sanders,25,82,1546,169,562,154,17
1986,WSB,Charles Jones,28,81,1050,274,416,111,15
1986,NJN,Micheal Ray Richardson,30,47,1232,159,214,22,8
1986,PHO,Ed Pinckney,22,80,1840,230,612,144,21
1986,BOS,Jerry Sichting,29,82,1443,145,345,83,6
1986,NJN,Mickey Johnson,33,79,2260,131,163,39,14
1986,LAL,Kurt Rambis,27,74,1138,157,468,31,29
1986,ATL,Doc Rivers,24,53,1255,98,492,52,10
1986,CHI,John Paxson,25,75,1127,200,389,108,16
1986,SEA,Danny Vranes,27,80,1238,177,496,114,20
1986,LAC,Michael Cage,24,78,1286,110,539,160,4
1986,POR,Kenny Carr,30,55,1533,142,618,124,24
1986,BOS,Bill Walton,33,80,1546,54,135,77,4
1986,LAL,A.C. Green,22,82,1949,121,286,106,9
1986,PHI,Bobby Jones,34,70,1919,243,357,28,9
1986,NJN,Kelvin Ransey,27,79,2211,69,587,37,20
1986,CLE,Ben Poquette,30,81,2271,297,267,161,12
1986,LAC,Franklin Edwards,26,73,1081,191,549,105,21
1986,IND,Ron Anderson,27,60,1459,304,140,126,19
1986,DET,Rick Mahorn,27,80,1908,292,383,63,16
1986,POR,Caldwell Jones,35,80,1283,107,602,75,23
1986,NYK,Ken Bannister,25,70,2196,125,173,200,9
1986,NYK,Ernie Grunfeld,30,76,1702,285,349,200,5
1986,BOS,Scott Wedman,33,79,1274,162,482,34,6
1986,GSW,Chris Mullin,22,55,1772,95,457,86,25
1986,DEN,Mike Evans,30,81,1772,103,188,82,17
1986,DET,Kent Benson,31,72,2241,53,474,54,30
1986,IND,Terence Stansbury,24,74,1888,222,582,52,29
1986,DEN,Elston Turner,26,73,1636,143,450,150,18
1986,NYK,Bob Thornton,23,71,1991,204,270,104,24
1986,PHO,James Edwards,30,52,2180,69,286,45,21
1986,DET,Tony Campbell,23,82,1409,161,470,183,25
1986,PHO,Bernard Thompson,23,61,1369,77,203,185,23
1986,SEA,Ricky Sobers,33,78,2147,172,321,113,18
1986,CHI,Jawann Oldham,28,52,1119,310,607,140,2
1986,NYK,James Bailey,28,48,1217,81,513,112,20
1986,ATL,Spud Webb,22,79,1339,88,374,108,23
1986,POR,Jerome Kersey,23,79,1467,273,158,52,11
1986,POR,Terry Porter,22,79,2027,238,675,29,26
1986,LAL,Mike McGee,26,71,1223,53,354,132,10
1986,GSW,Geoff Huston,28,82,1566,132,539,156,15
1986,NJN,Darryl Dawkins,29,51,2200,76,247,80,4
1986,HOU,Mitchell Wiggins,26,78,1257,141,453,52,1
1986,IND,Bill Garnett,25,80,2247,115,334,179,27
1986,CLE,Keith Lee,23,58,1928,97,611,60,12
1986,HOU,Allen Leavell,28,74,1425,284,672,143,24
1986,SAC,Joe Kleine,24,80,2311,113,266,155,13
1986,DET,John Long,29,62,1295,175,628,167,10
1986,CLE,Mark West,25,67,1269,50,377,150,18
1986,UTA,Carey Scurry,23,78,1852,197,440,33,13
1986,LAC,Junior Bridgeman,32,58,1627,230,668,49,26
1986,SAS,Jon Sundvold,24,70,1845,89,426,162,16
1986,POR,Sam Bowie,24,38,2009,242,498,33,26
1986,PHO,Charles Pittman,27,69,1669,179,631,37,6
1986,CLE,Dirk Minniefield,25,76,1614,116,163,95,5
1986,MIL,Kenny Fields,23,78,1809,51,327,84,1
1986,WSB,Jeff Ruland,27,30,1968,117,165,131,28
1986,PHI,Terry Catledge,22,64,1441,194,215,22,6
1986,DAL,Dale Ellis,25,72,1397,226,583,197,23
1986,GSW,Jerome Whitehead,29,81,2191,137,415,73,4
1986,WSB,Darren Daye,25,64,2006,306,342,110,22
1986,PHI,Clemon Johnson,29,75,1892,69,488,126,10
1986,NJN,Mike O'Koren,27,67,1118,309,180,53,5
1986,CLE,Edgar Jones,29,53,2033,301,431,70,22
1986,NYK,Pat Cummings,29,31,2001,88,359,194,7
1986,DAL,Detlef Schrempf,23,64,2336,207,183,158,13
1986,SEA,Michael Phelps,24,70,2096,287,324,39,21
1986,MIL,Charles Davis,27,57,2366,214,634,178,14
1986,SAS,Alfredrick Hughes,23,68,1277,231,106,163,2
1986,WSB,Tom McMillen,33,56,2364,84,557,96,28
1986,ATL,Eddie Johnson,30,39,1907,209,595,110,7
1986,SAS,Johnny Moore,27,28,2028,96,693,176,20
1986,PHI,Perry Moss,27,60,2220,256,341,80,9
1986,WSB,Dudley Bradley,28,70,2376,241,211,38,1
1986,POR,Ken Johnson,23,64,1468,121,461,189,17
1986,LAL,Mitch Kupchak,31,55,1704,104,133,41,24
1986,PHO,Georgi Glouchkov,26,49,1157,253,566,105,30
1986,BOS,Rick Carlisle,26,77,2107,57,625,155,16
1986,GSW,Pete Verhoeven,26,61,2340,202,326,29,14
1986,WSB,Leon Wood,23,39,1173,58,367,191,26
1986,PHO,Charles Jones,24,43,1774,120,385,189,18
1986,POR,Darnell Valentine,26,28,1118,280,374,112,3
1986,CHI,Quintin Dailey,25,35,1518,186,162,118,13
1986,PHO,Rod Foster,25,48,1851,102,686,189,5
1986,LAC,Lancaster Gordon,23,60,1330,276,323,67,12
1986,MIL,Jeff Lamp,26,44,1887,258,430,179,26
1986,IND,Bill Martin,23,66,2391,176,557,117,18
1986,CLE,Lonnie Shelton,30,44,1206,222,571,106,28
1986,UTA,Pace Mannion,25,57,1834,190,624,58,24
1986,SAS,Marc Iavaroni,29,42,1110,85,205,167,19
1986,IND,Bryan Warrick,26,31,1153,83,160,103,10
1986,ATL,Scott Hastings,25,62,2018,71,693,175,10
1986,NJN,Jeff Turner,23,53,1770,222,230,183,27
1986,CLE,Phil Hubbard,29,23,2079,148,496,20,2
1986,ATL,John Battle,23,64,1917,167,241,93,27
1986,PHO,Rick Robey,30,46,2292,123,615,28,10
1986,NYK,Chris McNealy,24,30,2079,184,430,108,3
1986,SAS,Jeff Lamp,26,30,1473,306,213,84,9
1986,CLE,Eddie Johnson,30,32,1438,69,264,100,9
1986,CLE,Johnny Davis,30,39,2218,164,259,40,17
1986,PHI,Bob McAdoo,34,29,2280,129,502,33,6
1986,UTA,Jeff Wilkins,30,48,1253,234,558,95,25
1986,MIL,Mike Glenn,30,38,1890,254,285,37,22
1986,DEN,Pete Williams,20,53,1942,278,307,95,15
1986,IND,Clark Kellogg,24,19,1756,72,683,197,29
1986,DAL,Bill Wennington,22,56,1307,125,146,88,4
1986,CLE,Ron Brewer,30,40,1627,279,519,53,13
1986,GSW,Peter Thibeaux,24,42,1717,177,574,85,21
1986,SAS,Jeff Wilkins,30,27,1266,107,156,182,27
1986,MIL,Paul Mokeski,29,45,2264,160,467,139,26
1986,MIL,Jerry Reynolds,23,55,2396,213,599,104,5
1986,LAC,Darnell Valentine,26,34,1036,98,181,149,24
1986,HOU,Steve Harris,22,57,1861,157,319,148,22
1986,LAL,Larry Spriggs,26,43,1547,179,603,86,12
1986,NYK,Fred Cofield,24,45,2113,117,314,135,12
1986,UTA,Fred Roberts,25,58,1571,69,582,195,24
1986,BOS,Greg Kite,24,64,1223,98,560,97,3
1986,IND,Dwayne McClain,22,45,1212,91,362,70,2
1986,PHI,Leon Wood,23,29,2254,228,415,53,9
1986,CHI,Michael Jordan,22,18,1661,180,141,64,6
1986,CHI,Mike Holton,24,24,1783,134,688,157,13
1986,LAC,James Donaldson,28,14,2032,149,262,157,3
1986,PHI,Paul Thompson,24,23,1597,275,594,186,12
1986,BOS,Sam Vincent,22,57,1977,266,123,171,29
1986,WSB,Kevin McKenna,27,30,1820,101,425,113,2
1986,IND,Stuart Gray,22,67,1849,277,346,24,19
1986,IND,Quinn Buckner,31,32,1273,193,280,91,12
1986,GSW,Lester Conner,26,36,1377,81,187,171,11
1986,DAL,Uwe Blab,23,48,2123,103,506,169,29
1986,CHI,Mike Smrek,23,38,1608,274,455,180,2
1986,ATL,Johnny Davis,30,27,1608,146,674,39,12
1986,WSB,Frank Johnson,27,14,1545,141,309,62,21
1986,UTA,Steve Hayes,30,58,1560,268,513,151,24
1986,SAS,Ray Williams,31,23,1888,62,227,154,7
1986,BOS,David Thirdkill,25,49,1717,260,170,77,2
1986,ATL,Ray Williams,31,19,1222,62,224,27,25
1986,SAS,Jeff Cook,29,34,1216,109,196,83,21
1986,PHI,Greg Stokes,22,31,1499,137,114,43,22
1986,UTA,Marc Iavaroni,29,26,2396,285,452,103,20
1986,DEN,Willie White,23,43,1344,127,234,178,9
1986,LAC,Derek Smith,24,11,1458,50,487,142,22
1986,DEN,Blair Rasmussen,23,48,2097,175,560,39,8
1986,SAC,Rich Kelley,32,37,2153,178,214,46,23
1986,SEA,Frank Brickowski,26,40,1308,129,380,21,4
1986,DAL,Kurt Nimphius,27,13,1091,110,324,108,30
1986,ATL,Lorenzo Charles,22,36,1017,261,105,199,28
1986,SAC,Mike Bratz,30,33,1773,252,652,138,12
1986,CLE,Ben McDonald,23,21,1475,64,362,199,16
1986,SEA,George Johnson,37,41,1514,292,152,26,14
1986,ATL,Antoine Carr,24,17,1157,197,489,116,24
1986,PHI,Kenny Green,21,21,2004,138,140,92,3
1986,LAL,Ronnie Lester,27,27,1041,267,438,167,11
1986,WSB,Kenny Green,21,20,2107,75,395,163,11
1986,SAS,Mike Brittain,22,32,2374,189,475,29,5
1986,CLE,Ron Anderson,27,17,1611,192,249,171,16
1986,PHO,Sedric Toney,23,10,1112,78,596,108,17
1986,HOU,Hank McDowell,26,22,1994,130,623,35,10
1986,PHO,Nick Vanos,22,11,1200,290,525,112,21
1986,HOU,Craig Ehlo,24,36,1624,282,626,113,5
1986,LAC,Jamaal Wilkes,32,13,1794,106,295,184,27
1986,NJN,Bobby Cattage,27,29,1462,256,201,63,7
1986,SAS,Tyrone Corbin,23,16,1168,259,691,71,4
1986,DET,Mike Gibson,25,32,1210,161,315,181,3
1986,WSB,Perry Moss,27,12,2247,313,211,77,2
1986,HOU,Granville Waiters,25,43,1628,126,182,131,22
1986,DAL,Wallace Bryant,26,9,1985,265,609,95,13
1986,SAC,Carl Henry,25,28,2199,76,623,34,4
1986,SAC,Michael Adams,23,18,1231,129,462,119,15
1986,CHI,Tony Brown,25,10,1510,296,450,53,26
1986,LAL,Petur Gudmundsson,27,8,2164,156,631,148,16
1986,SAS,Rod Higgins,26,11,1793,63,268,88,7
1986,LAC,Jeff Cross,24,21,1680,123,114,127,10
1986,WSB,Freeman Williams,29,9,2135,135,174,130,19
1986,DET,Chuck Nevitt,26,25,1366,232,174,200,7
1986,LAC,Jay Murphy,23,14,1361,79,198,170,2
1986,SEA,Rod Higgins,26,12,1760,139,271,62,24
1986,PHI,Andrew Toney,28,6,2035,274,457,177,22
1986,CHI,Billy McKinney,30,9,1169,155,235,109,28
1986,CHI,Rod Higgins,26,5,1145,296,656,183,17
1986,DAL,Harold Keeling,22,20,2045,310,349,127,13
1986,SEA,David Pope,23,11,1225,163,573,198,22
1986,NYK,Ken Green,26,7,1477,116,115,95,24
1986,LAC,Jim Thomas,25,6,1938,220,188,128,9
1986,CLE,Ennis Whatley,23,8,1528,92,264,117,24
1986,PHO,Mike Holton,24,4,2387,94,335,157,24
1986,LAC,Wallace Bryant,26,8,1946,185,272,83,6
1986,NJN,Ray Williams,31,5,2057,288,177,71,2
1986,BOS,Sly Williams,28,6,1358,309,361,122,21
1986,PHO,Devin Durrant,25,4,1102,65,448,39,6
1986,MIL,Earl Jones,25,12,2211,196,360,179,5
1986,SAC,David Cooke,22,6,1074,154,563,153,20
1986,PHI,Butch Carter,27,4,1498,156,306,195,13
1986,NYK,Bill Cartwright,28,2,1300,271,206,191,4
1986,NYK,Butch Carter,27,5,1973,189,244,86,1
1986,NJN,Rod Higgins,26,2,1153,297,302,126,29
1986,MIL,Bryan Warrick,26,5,1198,291,412,50,6
1986,WSB,Ennis Whatley,23,4,2067,295,160,184,12
1986,LAL,Chuck Nevitt,26,4,1197,104,351,191,2
1986,GSW,Guy Williams,25,5,2195,297,168,88,18
1986,ATL,Sedric Toney,23,3,1125,82,150,30,3
1986,CHI,Ron Brewer,30,4,1543,313,105,150,2
1986,LAC,Ozell Jones,25,3,1216,209,322,46,8
1986,PHI,Voise Winters,23,4,2287,165,389,134,3
1986,UTA,Jeff Cook,29,2,2167,137,362,38,17
1986,POR,Brian Martin,23,5,1703,312,215,39,10
1986,SEA,Alex Stivrins,23,3,1172,213,240,29,19
1986,SAS,Ennis Whatley,23,2,1253,204,392,198,18
1986,MIL,Derrick Rowland,26,2,2188,127,560,134,26
1986,SEA,Brian Martin,23,3,1394,190,523,188,22
1986,WSB,George Johnson,29,2,1199,277,384,149,17
1986,NJN,Yvon Joseph,28,1,1368,92,342,35,27
1986,LAL,Jerome Henderson,26,1,1776,161,257,132,4
1986,DET,Ron Crevier,27,2,2052,111,326,71,22
1986,PHI,Michael Young,25,2,1524,78,251,98,17
1986,DET,Walker Russell,25,1,2212,221,289,109,17
1986,WSB,Claude Gregory,27,2,2241,155,620,35,15
1986,GSW,Ron Crevier,27,1,1283,51,487,126,15
1987,CHI,Michael Jordan,23,82,2121,168,611,134,16
1987,HOU,Rodney McCray,25,81,1965,310,377,93,28
1987,POR,Clyde Drexler,24,82,1598,144,389,112,16
1987,DEN,Alex English,33,82,1402,52,587,116,19
1987,SEA,Dale Ellis,26,82,1004,126,423,71,9
1987,GSW,Sleepy Floyd,26,82,1356,119,237,175,14
1987,CLE,Ron Harper,23,82,1681,125,408,138,24
1987,BOS,Kevin McHale,29,77,2385,137,380,134,9
1987,DEN,Fat Lever,26,82,1894,247,584,122,13
1987,SEA,Xavier McDaniel,23,82,1000,59,196,83,19
1987,POR,Kiki Vandeweghe,28,79,1062,291,695,78,12
1987,DAL,James Donaldson,29,82,2074,80,607,62,5
1987,SEA,Tom Chambers,27,82,2006,147,224,113,26
1987,DET,Isiah Thomas,25,81,1234,131,147,33,21
1987,BOS,Larry Bird,30,74,1877,223,221,111,30
1987,BOS,Robert Parish,33,80,1246,297,567,100,7
1987,CHI,Charles Oakley,23,82,1651,185,407,121,30
1987,NJN,Buck Williams,26,82,1041,280,393,151,11
1987,ATL,Dominique Wilkins,27,79,2388,152,505,22,18
1987,IND,Chuck Person,22,82,1110,215,323,86,25
1987,SAC,Otis Thorpe,24,82,2063,103,183,41,14
1987,BOS,Dennis Johnson,32,79,1606,90,353,164,6
1987,LAC,Michael Cage,25,80,2077,207,206,86,12
1987,LAL,Magic Johnson,27,80,1642,113,664,61,2
1987,SAC,Reggie Theus,29,79,2296,80,177,89,16
1987,UTA,Karl Malone,23,82,1228,178,644,98,28
1987,DET,Bill Laimbeer,29,82,1703,260,129,65,16
1987,LAL,James Worthy,25,82,2336,231,314,191,1
1987,PHI,Tim McCormick,24,81,1779,101,629,146,26
1987,MIL,Terry Cummings,25,82,1944,54,573,63,12
1987,WSB,Jeff Malone,25,80,2134,274,139,94,22
1987,IND,Steve Stipanovich,26,81,1085,100,537,63,5
1987,HOU,Hakeem Olajuwon,24,75,1303,275,118,187,15
1987,DAL,Rolando Blackman,27,80,2325,294,173,167,5
1987,NYK,Gerald Wilkins,23,80,2187,169,680,103,27
1987,PHI,Charles Barkley,23,68,2094,81,519,106,15
1987,DET,Adrian Dantley,30,81,1111,102,257,79,29
1987,LAL,Byron Scott,25,82,1616,60,122,107,9
1987,GSW,Joe Barry Carroll,28,81,1398,183,480,83,23
1987,POR,Terry Porter,23,80,1238,130,433,164,23
1987,CLE,Hot Rod Williams,24,80,2079,74,351,96,27
1987,SAS,Alvin Robertson,24,81,1568,257,340,133,10
1987,CLE,Brad Daugherty,21,80,2278,116,485,200,24
1987,CHI,John Paxson,26,82,1153,268,200,137,17
1987,DAL,Sam Perkins,25,80,2185,312,142,74,16
1987,DAL,Mark Aguirre,27,80,1566,117,434,181,21
1987,PHO,Walter Davis,32,79,1990,224,144,130,15
1987,NJN,Orlando Woolridge,27,75,1681,78,379,59,9
1987,ATL,Kevin Willis,24,81,1108,103,585,78,12
1987,PHI,Maurice Cheeks,30,68,1952,114,524,159,2
1987,HOU,Robert Reid,31,75,2046,56,320,148,9
1987,ATL,Doc Rivers,25,82,1917,133,363,131,30
1987,SAS,Dave Greenwood,29,79,1426,160,230,122,30
1987,PHO,Jay Humphries,24,82,1874,249,581,116,23
1987,PHO,Larry Nance,27,69,1201,228,441,22,12
1987,DAL,Derek Harper,25,77,1274,199,188,142,13
1987,IND,Vern Fleming,24,82,1433,186,145,77,4
1987,MIL,Jack Sikma,31,82,2136,220,599,94,30
1987,IND,Herb Williams,28,74,2138,181,431,141,9
1987,UTA,Mark Eaton,30,79,1656,213,295,129,30
1987,MIL,Ricky Pierce,27,79,2152,56,653,192,6
1987,BOS,Danny Ainge,27,71,1311,163,160,64,19
1987,PHI,Roy Hinson,25,76,1236,62,115,53,23
1987,WSB,Moses Malone,31,73,1206,257,683,192,5
1987,SAC,Eddie Johnson,27,81,2028,275,155,146,29
1987,LAL,Kareem Abdul-Jabbar,39,78,1877,161,663,158,8
1987,DET,Joe Dumars,23,79,1617,204,693,32,30
1987,SAS,Artis Gilmore,37,82,2327,303,414,141,5
1987,HOU,Jim Petersen,24,82,2251,195,666,49,8
1987,GSW,Chris Mullin,23,82,1292,218,254,45,5
1987,GSW,Larry Smith,29,80,1346,171,290,121,25
1987,POR,Steve Johnson,29,79,1609,51,147,155,5
1987,NJN,Tony Brown,26,77,1999,258,390,62,17
1987,SEA,Alton Lister,28,75,1083,52,457,88,9
1987,CHI,Dave Corzine,30,82,1066,193,229,149,2
1987,NJN,Mike Gminski,27,72,1665,74,556,40,27
1987,IND,John Long,30,80,1597,310,529,66,9
1987,LAL,Michael Cooper,30,82,1189,299,519,146,28
1987,PHO,Ed Pinckney,23,80,1871,164,288,26,9
1987,LAL,A.C. Green,23,79,1748,71,474,121,25
1987,LAC,Benoit Benjamin,22,72,1332,217,313,23,13
1987,NYK,Patrick Ewing,24,63,1534,175,236,136,19
1987,CLE,John Bagley,26,72,1202,169,321,106,8
1987,DET,Vinnie Johnson,30,78,1561,87,570,51,14
1987,SAC,LaSalle Thompson,25,82,1931,131,548,36,12
1987,IND,Wayman Tisdale,22,81,1158,306,384,155,14
1987,UTA,Thurl Bailey,25,81,1286,71,101,100,16
1987,WSB,Terry Catledge,23,78,2037,287,561,143,30
1987,MIL,Craig Hodges,26,78,1817,105,333,33,21
1987,LAC,Mike Woodson,28,74,1284,283,537,135,13
1987,UTA,Rickey Green,32,81,1640,62,509,198,9
1987,POR,Jerome Kersey,24,82,1848,145,220,20,12
1987,CLE,Phil Hubbard,30,68,1330,190,158,43,21
1987,MIL,Paul Pressey,28,61,1437,129,382,193,4
1987,ATL,Randy Wittman,27,71,2391,281,125,186,14
1987,DEN,Darrell Walker,25,81,1440,80,459,170,23
1987,DEN,Bill Hanzlik,29,73,1702,214,598,91,23
1987,NYK,Bill Cartwright,29,58,1826,117,118,62,23
1987,SEA,Nate McMillan,22,71,2385,56,582,121,2
1987,NYK,Rory Sparrow,28,80,1580,207,336,138,9
1987,DEN,T.R. Dunn,31,81,2208,309,214,158,20
1987,SAC,Terry Tyler,30,82,1618,224,201,34,13
1987,PHI,Julius Erving,36,60,2326,290,268,88,8
1987,NYK,Gerald Henderson,31,68,1235,229,265,181,30
1987,UTA,Kelly Tripucka,27,79,2161,228,369,178,18
1987,UTA,John Stockton,24,82,1864,74,438,80,25
1987,ATL,Cliff Levingston,26,82,1094,181,118,114,6
1987,UTA,Darrell Griffith,28,76,1266,284,142,129,13
1987,CHI,Gene Banks,27,63,1490,260,194,113,18
1987,WSB,Ennis Whatley,24,73,1660,54,541,48,6
1987,POR,Jim Paxson,29,72,1314,199,347,197,6
1987,DET,Sidney Green,26,80,1266,155,521,118,18
1987,WSB,John Williams,20,78,1134,75,682,173,17
1987,SAS,Jon Sundvold,25,76,2305,300,427,40,12
1987,ATL,Tree Rollins,31,75,2178,308,261,105,8
1987,LAC,Darnell Valentine,27,65,1894,212,527,104,8
1987,CHI,Brad Sellers,24,80,1029,302,195,130,26
1987,NJN,Leon Wood,24,76,1636,111,472,134,25
1987,NYK,Kenny Walker,22,68,1793,203,501,175,18
1987,DAL,Detlef Schrempf,24,81,1578,83,461,44,10
1987,NYK,Trent Tucker,27,70,2205,70,343,45,15
1987,PHO,Alvan Adams,32,68,1116,68,644,187,30
1987,ATL,Jon Koncak,23,82,2085,266,120,48,24
1987,SAS,Johnny Dawkins,23,81,1862,197,137,92,29
1987,SAC,Joe Kleine,25,79,1690,286,661,194,25
1987,SAC,Derek Smith,25,52,2215,291,456,90,24
1987,PHO,Mike Sanders,26,82,1566,163,645,94,5
1987,GSW,Terry Teagle,26,82,2383,172,536,163,20
1987,PHI,David Wingate,23,77,2008,312,559,40,16
1987,WSB,Charles Jones,29,79,1816,281,355,148,14
1987,NJN,Pearl Washington,23,72,2195,235,631,33,30
1987,PHI,Cliff Robinson,26,55,2148,108,488,120,25
1987,DAL,Brad Davis,31,82,2286,244,124,129,9
1987,GSW,Greg Ballard,32,82,1369,194,156,102,9
1987,POR,Caldwell Jones,36,78,1000,245,118,44,14
1987,SAS,Walter Berry,22,56,2017,96,333,127,8
1987,DEN,Mike Evans,31,81,2007,78,377,55,2
1987,LAC,Larry Drew,28,60,1104,237,153,189,21
1987,BOS,Jerry Sichting,30,78,1946,226,698,115,29
1987,DEN,Wayne Cooper,30,69,1281,285,164,94,9
1987,PHO,Jeff Hornacek,23,80,2023,73,522,102,12
1987,DEN,Danny Schayes,27,76,1091,64,182,59,23
1987,WSB,Manute Bol,24,82,1592,177,414,127,10
1987,LAC,Rory White,27,68,1107,256,212,96,30
1987,LAL,Kurt Rambis,28,78,1707,252,470,73,14
1987,GSW,Rod Higgins,27,73,1645,113,556,70,18
1987,SEA,Danny Young,24,73,1293,69,133,95,2
1987,HOU,Dirk Minniefield,26,63,1853,128,557,42,28
1987,MIL,Randy Breuer,26,76,1500,288,170,81,16
1987,DET,John Salley,22,82,2123,215,296,132,17
1987,UTA,Bob Hansen,26,72,1337,303,659,67,23
1987,POR,Kenny Carr,31,49,1427,98,525,169,20
1987,NYK,Louis Orr,28,65,1171,81,270,168,7
1987,DEN,Blair Rasmussen,24,74,1265,294,574,56,2
1987,WSB,Darwin Cook,28,82,1121,269,612,102,9
1987,ATL,Mike McGee,27,76,1839,130,610,34,28
1987,DAL,Roy Tarpley,22,75,1531,111,593,170,17
1987,IND,Clint Richardson,30,78,1242,271,234,144,22
1987,WSB,Jay Vincent,27,51,1185,126,163,147,10
1987,MIL,John Lucas,33,43,1590,131,509,40,22
1987,CLE,Mark West,26,78,1794,219,599,37,17
1987,HOU,Ralph Sampson,26,43,2086,53,383,70,6
1987,WSB,Michael Adams,24,63,2043,150,115,121,23
1987,NJN,Albert King,27,61,1136,69,106,189,6
1987,GSW,Ben McDonald,24,63,1609,68,278,178,15
1987,DET,Rick Mahorn,28,63,1223,60,224,76,9
1987,IND,Kyle Macy,29,76,1372,289,131,196,22
1987,SAS,Johnny Moore,28,55,1678,119,447,172,15
1987,CLE,Mark Price,22,67,1929,242,503,23,30
1987,SAS,Mychal Thompson,32,49,2304,251,520,166,3
1987,HOU,Allen Leavell,29,53,2025,313,148,82,12
1987,HOU,Steve Harris,23,74,2126,269,554,90,6
1987,DET,Dennis Rodman,25,77,1655,297,596,135,3
1987,LAC,Cedric Maxwell,31,35,1931,154,666,87,2
1987,LAC,Lancaster Gordon,24,70,1152,158,102,92,12
1987,SEA,Maurice Lucas,34,63,1159,57,253,153,17
1987,DEN,Mark Alarie,23,64,1364,103,178,145,10
1987,CHI,Earl Cureton,29,43,1562,210,272,179,19
1987,PHO,Kenny Gattison,22,77,2117,66,213,80,10
1987,BOS,Fred Roberts,26,73,2065,64,281,116,27
1987,PHI,Andrew Toney,29,52,1783,109,626,183,3
1987,NYK,Pat Cummings,30,49,1353,120,358,86,14
1987,SEA,Clemon Johnson,30,78,2277,133,334,40,10
1987,NJN,Ben Coleman,25,68,1371,66,422,118,15
1987,SAS,Larry Krystkowiak,22,68,2233,273,345,50,17
1987,NJN,Jeff Turner,24,76,1735,192,513,165,1
1987,SAC,Mark Olberding,30,76,1068,240,264,32,25
1987,MIL,Sidney Moncrief,29,39,1317,170,211,93,6
1987,SAS,Ed Nealy,26,60,1367,181,112,136,1
1987,PHO,William Bedford,23,50,1411,217,622,133,7
1987,NYK,Chris McNealy,25,59,2117,277,579,177,18
1987,MIL,Jerry Reynolds,24,58,1024,280,665,127,24
1987,GSW,Purvis Short,29,34,1944,158,167,30,3
1987,NJN,Kevin McKenna,28,56,1323,252,699,44,4
1987,GSW,Jerome Whitehead,30,73,2193,76,328,28,27
1987,LAC,Tim Kempton,23,66,1949,241,468,166,7
1987,CHI,Elston Turner,27,70,1043,86,638,70,10
1987,LAC,Quintin Dailey,26,49,1140,195,397,70,26
1987,SAS,Mike Mitchell,31,40,2343,214,186,146,20
